,id,work_exp(in years),skill1,skill2
11556,4168,2,Data Science,Deep Learning
11558,4169,0,Management,Data engineer
11562,4170,1,Data Science,Hadoop-Apache
11563,4171,10,Marketing,Hadoop-Apache
11564,4172,10,Research,Data Analytics
11570,4173,4,Executive,Research
11571,4174,7,Data Science,Data Analytics
11573,4175,6,Data Science,Management
11576,4176,10,Data Science,Data Analytics
11577,4177,0,Data Science,Data Analytics
11581,4178,5,Data Science,Data Analytics
11582,4179,7,Data Science,Data Analytics
11583,4180,2,Data Science,Management
11584,4181,8,Machine Learning,Data Analytics
11587,4182,2,Engineer,Data Analytics
11588,4183,10,Data Science,Data Analytics
11592,4184,4,Data engineer,Data Analytics
11594,4185,8,Data Science,Data Analytics
11595,4186,1,Data Science,Data Analytics
11596,4187,6,Data Science,Management
11598,4188,10,Machine Learning,Data Analytics
11600,4189,8,Statistics,Management
11601,4190,10,Data Science,Data Science
11603,4191,0,Product Management,Data Science
11605,4192,1,Machine Learning,Data engineer
11612,4193,9,Data Science,Data Analytics
11614,4194,0,Data Science,Data Analytics
11616,4195,7,Research,Management
11619,4196,5,Data Science,Data Analytics
11622,4197,4,Data Science,Artificial Intelligence
11624,4198,2,Applied Science,Management
11626,4199,1,Machine Learning,Data Science
11629,4200,0,Statistics,Data Analytics
11633,4201,10,Data Science,Data Analytics
11640,4202,5,Data Science,Data Analytics
11642,4203,6,Data Science,Hadoop-Apache
11643,4204,10,Data Science,Artificial Intelligence
11645,4205,2,Data Science,Deep Learning
11646,4206,6,Machine Learning,Data engineer
11647,4207,3,Data Science,Management
11648,4208,9,Data Science,Data Science
11649,4209,8,Machine Learning,Data Analytics
11651,4210,6,Data Science,Data Analytics
11652,4211,1,Data Science,Management
11656,4212,6,Computer Vision,Data Analytics
11662,4213,3,Data Science,Software Development
11664,4214,2,Engineer,science and numerics
11667,4215,3,Statistics,management
11671,4216,5,Data Science,Data Analytics
11674,4217,6,Data Science,Data Analytics
11678,4218,3,DBMS,Artificial Intelligence
11681,4219,2,Data Science,Data Analytics
11682,4220,1,Applied Science,Data Analytics
11683,4221,7,DBMS,Data Analytics
11687,4222,9,Machine Learning,Data Analytics
11690,4223,10,Executive,Data Analytics
11695,4224,7,Machine Learning,Data Analytics
11699,4225,1,Computer Vision,Data Analytics
11701,4226,2,Data Science,Data engineer
11702,4227,6,PowerBI,Data Analytics
11704,4228,7,Machine Learning,Data Analytics
11705,4229,1,Research,Data engineer
11708,4230,0,Data Science,Data Analytics
11711,4231,6,Data Science,Data Analytics
11722,4232,8,Data Science,Data Analytics
11723,4233,3,Machine Learning,Data Analytics
11730,4234,5,Data Science,Data Analytics
11732,4235,5,Statistics,Data Analytics
11733,4236,8,Machine Learning,Data Analytics
11735,4237,2,Data Science,Data Analytics
11737,4238,0,Data Science,science and numerics
11739,4239,10,Applied Science,Data Analytics
11742,4240,8,Data Science,Management
11743,4241,6,Statistics,Data Analytics
11744,4242,7,Statistics,Data Analytics
11749,4243,6,Data Science,Data Analytics
11752,4244,1,Data Science,Data Analytics
11755,4245,7,Data Science,Data Science
11758,4246,3,DBMS,Hadoop-Apache
11762,4247,8,Management,Data Analytics
11764,4248,3,Data Science,Data Analytics
11765,4249,3,Data Science,Hadoop-Apache
11775,4250,8,Data Science,Data Analytics
11778,4251,5,Data Science,Data engineer
11779,4252,6,Data Science,Data Analytics
11780,4253,4,Data Science,Data Analytics
11781,4254,9,Data Science,Data Analytics
11783,4255,8,Data Science,science and numerics
11784,4256,8,Data Science,Data Analytics
11785,4257,4,Data Science,Hadoop-Apache
11786,4258,4,Research,Data Analytics
11787,4259,4,Marketing,Data Analytics
11791,4260,3,DBMS,Data Analytics
11792,4261,10,Data Science,Hadoop-Apache
11794,4262,7,Data Science,Data Analytics
11795,4263,10,Statistics,Data Analytics
11798,4264,3,Machine Learning,Research
11800,4265,2,Machine Learning,management
11801,4266,10,Statistics,Data engineer
11802,4267,1,Data Science,Data Analytics
11806,4268,0,Data Science,Data Science
11808,4269,7,Data Science,Data engineer
11813,4270,0,Machine Learning,Data Analytics
11814,4271,9,Machine Learning,Data Analytics
11816,4272,2,Engineer,Data Analytics
11820,4273,0,Data Science,Data Analytics
11824,4274,7,Machine Learning,Data Analytics
11826,4275,2,Data Science,Data Analytics
11829,4276,9,Cloud computing,Data Analytics
11830,4277,9,Data Science,Data Analytics
11834,4278,7,Computer Vision,Data Analytics
11840,4279,2,Data Science,Data Analytics
11842,4280,5,Machine Learning,Data Analytics
11845,4281,6,Machine Learning,Data Analytics
11849,4282,8,Engineer,Data Science
11850,4283,5,PowerBI,management
11855,4284,8,Data Science,science and numerics
11860,4285,1,Data Science,Data Analytics
11862,4286,5,Statistics,Artificial Intelligence
11863,4287,0,Data Science,Data Analytics
11866,4288,3,Data Science,Hadoop-Apache
11867,4289,5,Research,Data Analytics
11870,4290,1,Executive,Data Analytics
11871,4291,2,Machine Learning,Data Analytics
11874,4292,2,Computer Vision,Data Analytics
11877,4293,4,DBMS,Data Analytics
11879,4294,10,Machine Learning,Data Analytics
11883,4295,6,Data Science,science and numerics
11886,4296,6,Machine Learning,Data Analytics
11887,4297,4,Executive,Data Analytics
11890,4298,9,Data Science,Data Analytics
11894,4299,4,Data Science,Artificial Intelligence
11895,4300,9,Research,Data Science
11896,4301,7,Data Science,Data Analytics
11898,4302,8,Data Science,Data engineer
11900,4303,2,Machine Learning,Data Analytics
11901,4304,5,Data Science,Data Analytics
11903,4305,5,Data Science,Data Analytics
11904,4306,0,DBMS,Data Analytics
11907,4307,8,Data Science,Data Analytics
11909,4308,1,Machine Learning,Data Science
11914,4309,5,Data engineer,Data Analytics
11916,4310,10,Data Science,Data Analytics
11917,4311,3,Data Science,Data Analytics
11922,4312,8,Engineer,Data Analytics
11923,4313,3,Data Science,science and numerics
11926,4314,3,Statistics,Artificial Intelligence
11930,4315,6,Executive,Data Analytics
11932,4316,8,Statistics,Data Science
11933,4317,5,Data Science,Data Analytics
11936,4318,5,Data Science,Data Analytics
11941,4319,0,Data Science,science and numerics
11945,4320,10,Executive,Software Development
11947,4321,2,Finance,Artificial Intelligence
11949,4322,6,Data Science,Infrastructure
11950,4323,2,Data Science,Data Analytics
11953,4324,8,Research,Data Analytics
11954,4325,5,Executive,Data Analytics
11956,4326,1,Data Science,Research
11957,4327,2,Machine Learning,Management
11958,4328,8,Data Science,Data Analytics
11960,4329,8,Machine Learning,Management
11964,4330,8,Machine Learning,Data Analytics
11966,4331,2,Engineer,Management
11973,4332,5,Data Science,Data Analytics
11976,4333,9,Machine Learning,Data Analytics
11977,4334,3,Data Science,Data Analytics
11978,4335,9,Data Science,Data Analytics
11981,4336,9,DBMS,Data Analytics
11983,4337,10,Data Science,Artificial Intelligence
11984,4338,10,Data Science,Data Analytics
11986,4339,5,Statistics,Data Analytics
11990,4340,10,Machine Learning,management
11992,4341,7,Data Science,Artificial Intelligence
11994,4342,1,Data Science,Data Science
11995,4343,7,Artificial intelligence,Data Analytics
12004,4344,5,Data Science,Data Analytics
12008,4345,4,Data Science,Data Analytics
12009,4346,5,Data Science,Data Analytics
12011,4347,2,Data Science,Data Analytics
12013,4348,0,PowerBI,Data Analytics
12014,4349,2,Data Science,Data engineer
12015,4350,2,Data Science,Data Analytics
12016,4351,6,Data Science,Data Analytics
12018,4352,10,Data Science,science and numerics
12019,4353,4,Data Science,Data Science
12021,4354,10,Executive,Data Analytics
12023,4355,2,Data Science,Data Analytics
12024,4356,10,Research,Data Analytics
12028,4357,7,Data Science,Data Analytics
12029,4358,7,Data Science,Data Analytics
12033,4359,6,Artificial intelligence,Management
12036,4360,10,Data Science,Research
12038,4361,9,Data Science,management
12041,4362,9,Management,Data Science
12045,4363,0,Data Science,Data Analytics
12046,4364,8,Finance,Data Analytics
12047,4365,6,Executive,Data Analytics
12048,4366,2,Data Science,Artificial Intelligence
12050,4367,7,Data Science,Data Analytics
12054,4368,2,Data Science,Data Science
12055,4369,7,Data Science,Data Analytics
12058,4370,10,Machine Learning,Data Analytics
12059,4371,8,Data Science,Data Analytics
12062,4372,6,Machine Learning,Data engineer
12064,4373,2,Statistics,Data Analytics
12067,4374,1,Data Science,Data Analytics
12068,4375,6,Data Science,Data Analytics
12069,4376,10,Statistics,Data Analytics
12073,4377,4,Executive,Hadoop-Apache
12075,4378,10,Statistics,Data engineer
12078,4379,2,Data Science,Data Analytics
12079,4380,1,Data Science,Data Analytics
12081,4381,5,Data Science,Data Analytics
12082,4382,1,Data Science,Software Development
12088,4383,3,Data Science,Artificial Intelligence
12091,4384,0,Data Science,Data Analytics
12093,4385,10,Data Science,Data Analytics
12097,4386,7,PowerBI,Data Analytics
12098,4387,0,Executive,Research
12099,4388,3,Data Science,Management
12102,4389,2,Research,Data Analytics
12103,4390,7,PowerBI,Data Analytics
12107,4391,4,Machine Learning,science and numerics
12115,4392,1,Machine Learning,Hadoop-Apache
12121,4393,7,Data Science,Data Analytics
12122,4394,7,PowerBI,Data Analytics
12127,4395,10,Machine Learning,Data Analytics
12132,4396,0,Data Science,Hadoop-Apache
12140,4397,10,Data Science,Data Analytics
12143,4398,2,Statistics,Data Analytics
12144,4399,1,Statistics,Data Analytics
12145,4400,3,Data Science,Data Analytics
12146,4401,7,Machine Learning,Data Analytics
12148,4402,9,Statistics,Data Analytics
12149,4403,10,Data Science,Data Analytics
12151,4404,6,Data Science,Data Analytics
12157,4405,8,DBMS,Data Analytics
12163,4406,2,PowerBI,Data Analytics
12164,4407,7,Data Science,Data Analytics
12167,4408,5,PowerBI,Data Analytics
12168,4409,0,Statistics,Data Analytics
12170,4410,1,Data Science,Engineer
12179,4411,2,Management,Data Analytics
12180,4412,5,Statistics,Data Analytics
12181,4413,1,Data Science,Data Analytics
12182,4414,4,Machine Learning,Artificial Intelligence
12184,4415,7,PowerBI,Data engineer
12187,4416,7,Research,Data Analytics
12190,4417,8,Artificial intelligence,Artificial Intelligence
12191,4418,7,Research,science and numerics
12192,4419,5,Statistics,Data Analytics
12193,4420,8,DBMS,science and numerics
12194,4421,6,Computer Vision,Data Analytics
12198,4422,0,DBMS,Artificial Intelligence
12201,4423,6,Product Management,Artificial Intelligence
12208,4424,2,Data Science,science and numerics
12210,4425,9,Research,Data Analytics
12214,4426,1,Data Science,Data Analytics
12215,4427,6,Data Science,Hadoop-Apache
12216,4428,3,Computer Vision,Data Analytics
12217,4429,6,Data Science,Data Analytics
12218,4430,9,Data Science,Deep Learning
12221,4431,4,Data Science,Artificial Intelligence
12226,4432,0,Data Science,Data Analytics
12228,4433,1,DBMS,Data Analytics
12229,4434,7,Data Science,Data Analytics
12231,4435,9,DBMS,science and numerics
12232,4436,6,Data Science,Data Analytics
12236,4437,8,PowerBI,Data Analytics
12240,4438,1,Data Science,Data Analytics
12241,4439,10,Data Science,Management
12244,4440,6,Applied Science,Data Analytics
12247,4441,0,Data Science,Data Analytics
12249,4442,1,Machine Learning,science and numerics
12250,4443,4,Machine Learning,science and numerics
12251,4444,3,Machine Learning,Data Analytics
12252,4445,10,Data Science,Data Analytics
12253,4446,2,Data Science,Artificial Intelligence
12255,4447,5,Machine Learning,Data Analytics
12258,4448,7,Data engineer,science and numerics
12262,4449,8,Data Science,Data Analytics
12264,4450,1,Data Science,Data Analytics
12266,4451,9,Data engineer,Data Analytics
12271,4452,9,Executive,Data Analytics
12272,4453,7,Data Science,Data Analytics
12273,4454,5,Data Science,Data Analytics
12274,4455,0,Data Science,Artificial Intelligence
12279,4456,9,Executive,Data Analytics
12284,4457,5,Statistics,Machine Learning
12286,4458,10,Data Science,Data Analytics
12301,4459,9,Data Science,Data Science
12306,4460,8,Machine Learning,Artificial Intelligence
12308,4461,1,Data Science,Data Analytics
12312,4462,1,Data Science,Artificial Intelligence
12313,4463,1,Machine Learning,Data Analytics
12314,4464,5,Data Science,Data Science
12315,4465,9,Machine Learning,Artificial Intelligence
12317,4466,5,Data Science,Data Analytics
12320,4467,0,Finance,Data Analytics
12324,4468,0,Data Science,Data Analytics
12325,4469,0,Executive,Data Analytics
12327,4470,5,Data Science,Artificial Intelligence
12328,4471,4,Statistics,science and numerics
12332,4472,10,Data Science,Machine Learning
12333,4473,9,Data Science,Data Analytics
12336,4474,9,PowerBI,Data Analytics
12340,4475,6,Data Science,Deep Learning
12342,4476,5,PowerBI,Data Analytics
12343,4477,4,Executive,Data Analytics
12346,4478,6,Management,Data Analytics
12347,4479,7,PowerBI,Data Analytics
12348,4480,1,Machine Learning,Data Analytics
12349,4481,1,Statistics,Data Analytics
12351,4482,4,Management,Data Analytics
12353,4483,1,Data Science,Data Analytics
12354,4484,3,Executive,Data Analytics
12356,4485,4,Data Science,Artificial Intelligence
12359,4486,10,Research,Data Analytics
12363,4487,2,Data Science,Data Analytics
12365,4488,4,Data Science,Data Analytics
12372,4489,9,Research,Management
12373,4490,10,Research,Data Science
12375,4491,7,Data Science,Research
12376,4492,3,DBMS,Data Science
12377,4493,6,Data Science,science and numerics
12379,4494,10,Statistics,Data Analytics
12385,4495,1,Data Science,Data Science
12391,4496,2,Data Science,Data Analytics
12392,4497,8,Statistics,Management
12395,4498,1,Data Science,Data Analytics
12398,4499,1,Engineer,science and numerics
12399,4500,0,Statistics,Data Analytics
12400,4501,9,Data Science,Data Analytics
12402,4502,1,Data engineer,Data Science
12403,4503,8,Finance,Hadoop-Apache
12404,4504,3,Artificial intelligence,Data Analytics
12411,4505,1,Data Science,Data Analytics
12412,4506,4,Data Science,Data Analytics
12413,4507,10,DBMS,Data Analytics
12414,4508,1,Data Science,Data Analytics
12416,4509,3,Data Science,Data Analytics
12418,4510,6,Data Science,Artificial Intelligence
12419,4511,0,Data Science,Data Analytics
12420,4512,1,Data engineer,Data Analytics
12421,4513,3,Data Science,Management
12422,4514,6,Data Science,Hadoop-Apache
12424,4515,10,Computer Vision,Artificial Intelligence
12426,4516,5,Data Science,Artificial Intelligence
12427,4517,2,Data Science,Management
12430,4518,1,Engineer,science and numerics
12431,4519,2,Research,Data Analytics
12437,4520,4,Data engineer,Data Analytics
12441,4521,8,DBMS,Data Analytics
12444,4522,5,Machine Learning,Data Analytics
12445,4523,6,Data Science,Data Analytics
12448,4524,4,DBMS,Data Analytics
12450,4525,4,Machine Learning,Data Analytics
12452,4526,2,Machine Learning,Data Analytics
12453,4527,2,Data Science,Data Analytics
12458,4528,3,Data Science,Data Analytics
12459,4529,7,Applied Science,science and numerics
12462,4530,4,Finance,Data Analytics
12463,4531,9,Engineer,Data Analytics
12468,4532,10,Statistics,Data Analytics
12469,4533,9,Machine Learning,Data Analytics
12471,4534,4,Finance,Data Analytics
12474,4535,0,Data Science,Deep Learning
12483,4536,0,Management,science and numerics
12485,4537,6,DBMS,Data Analytics
12488,4538,3,Data Science,Data Analytics
12489,4539,6,Engineer,Data Analytics
12492,4540,2,Data Science,Data Analytics
